primary_name,ra,dec,vmag
7505-01225-1,22.985488,-30.598833,10.254
7509-00638-1,23.038552,-34.691189,10.032
7509-00979-1,23.093429,-34.953842,11.136
7510,1.26145,34.725917,7.63
7512-00141-1,23.003052,-35.577579,10.925
7512-00158-1,23.171474,-35.365803,11.021
7512-00527-1,23.183187,-35.999245,10.644
7512-00766-1,23.083543,-36.905357,9.459
7512-00777-1,23.109269,-36.191109,11.335
7512-00812-1,23.196311,-36.20068,10.354
7512-01017-1,23.020662,-37.166759,10.545
7530,1.252225,-22.899472,8.3
75302,8.8201722,3.4846111,7.45
75332,8.8422972,33.28525,6.22
75393,8.8209292,-15.564735,7.29
75407,8.8317611,2.3629167,7.24
75576,8.8998209,62.583782,8.28
75732,8.8766142,28.330819,5.95
75732B,8.878025,28.316333,13.15
75782,8.8865528,37.070639,7.09
75784,8.8733168,13.233433,7.85
75898,8.8974459,33.056812,8.04
7590,1.2747924,42.939419,6.59
76078,8.937025,53.058722,8.71
76151,8.9049854,-5.4344594,6.0
76218,8.9321345,36.19619,7.69
7626506,19.798734,43.20975,nan
76445,8.9461028,17.481389,7.62
76539,9.0583696,76.39814,7.86
76617,8.9827755,44.425125,8.17
76752,8.9805278,25.405306,7.47
76780,8.9821475,21.166281,7.64
76829,8.9961861,34.825194,7.71
76909,8.9895501,7.4149828,7.84
76974,9.0892556,74.69675,8.46
77172,9.0477417,52.286167,8.08
7727,1.2830167,-2.2788056,6.52
77519,9.051702,2.0568586,7.98
77800,9.1398694,66.873333,5.15
77803,9.0826616,11.572482,8.6
125217,14.3073,-19.562361,8.3
77818,9.1239222,58.875278,7.62
78255,9.1213055,2.5816667,6.8
78277,9.1340954,27.559018,8.19
78366,9.1475201,33.882214,5.9
78536,9.1483083,3.9591667,8.31
79211,9.240194,52.686376,7.74
7924,1.3664209,76.710284,7.185
79282,9.2373753,33.817081,8.3
7931,1.3089444,-28.732972,7.89
79498,9.2526117,23.375549,8.04
79555,9.2482386,4.442903,7.925
7960-01202-1,20.210636,-44.142292,10.308
7960-01511-1,20.227887,-44.37442,10.887
7960-01695-1,20.243829,-44.189816,10.215
7966-00320-1,21.199803,-38.705696,9.79
7966-00662-1,21.232967,-38.961689,10.227
7966-01184-1,21.29104,-38.984665,10.415
7966-01186-1,21.331433,-38.933754,10.391
7970-00135-1,21.298637,-39.741222,10.18
7970-00247-1,21.295164,-39.770622,10.097
7979-00525-1,21.337624,-38.242764,9.892
7980,1.3233833,18.137917,7.65
79968,9.3373389,65.012472,7.74
79969,9.2981722,28.56175,7.2
80133,9.2987139,-3.3870833,7.78
80332,9.2990111,-37.398,7.07
80355,9.3508356,51.306011,7.82
80367,9.3245312,0.89706167,8.16
8038,1.3247399,-24.951209,8.41
804,0.20787019,20.234346,8.18
80606,9.3771022,50.603721,8.93
80632,9.3457028,-5.7536944,9.1
80715,9.3739472,40.201944,7.69
80747,9.356337,-6.6720808,8.58
80811,9.3702861,12.549583,8.34
80846,9.3716087,6.2975831,8.49
80903,9.3747333,1.8716667,8.31
81040,9.3964389,20.364361,7.72
8110,1.3447504,15.696039,7.25
81110,9.3832423,-27.172228,8.29
81133,9.3804639,-35.522944,7.21
81163,9.4086696,18.141378,7.18
81324,9.4193249,9.4791107,8.42
81505,9.445326,26.350686,8.41
81659,9.445225,-14.490417,7.91
8176564,19.695978,44.039161,nan
81809,9.4630333,-6.0710278,5.38
81856,9.474128,12.674991,7.69
82074,9.492342,-4.2465,6.25
82106,9.4985628,5.6551361,7.197
82328,9.5478694,51.678611,3.17
82443,9.5454893,26.988527,7.01
8250,1.3661889,12.604167,6.97
82558,9.5404778,-11.184722,7.82
8262,1.3715361,18.682722,6.96
82885,9.594306,35.810135,5.34
82886,9.5958806,34.780833,7.62
82905,9.6024942,42.966751,8.91
82943,9.58076,-12.129546,6.539
83004,9.6012554,23.191557,7.52
83024,9.5945861,2.6373889,7.91
83786,9.6963056,37.265333,7.92
83870,9.7081028,40.973667,7.9
8389,1.3840665,-12.966069,7.84
8392-00666-1,20.220919,-45.720894,10.479
8392-00922-1,20.210581,-45.899673,10.412
83983,9.7027893,7.5901389,8.92
84035,9.7237942,42.691559,8.12
8405-00976-1,20.273263,-45.013947,10.076
8405-02048-1,20.25082,-45.532803,10.129
8407,1.3840444,-16.560472,7.75
84117,9.7040047,-23.915569,4.93
8428-00808-1,21.580243,-47.804886,10.417
8428-01100-1,21.590653,-48.024361,10.081
8431-00090-1,21.512685,-48.776596,10.533
8431-00116-1,21.546834,-49.228336,10.325
8431-00318-1,21.533744,-49.151554,10.26
8432-00149-1,21.58478,-48.830513,10.565
8432-00276-1,21.643559,-48.903114,10.712
8432-01008-1,21.575511,-49.320259,10.442
8432-01052-1,21.579869,-49.397293,10.038
84453,9.7784556,45.114722,6.81
8446,1.3905523,-14.206921,8.16
84501,9.7542078,-20.672078,8.29
8467,1.4077776,39.062062,8.2
84703,9.7846954,-0.61889139,7.89
84722,9.7905459,11.568166,6.44
84737,9.8098254,46.021008,5.1
85035,9.813056,-19.313499,7.0
8508,1.4119194,36.064083,7.86
85301,9.8713248,49.190792,7.6
85440,9.8746361,27.774083,7.82
85472,9.8994222,57.683944,7.45
85488,9.8698917,3.2218056,8.86
85512,9.8518556,-43.501639,7.67
8553,1.4149842,18.49993,8.49
85689,9.8967811,14.738991,7.71
85725,9.8827855,-27.332172,6.28
8574,1.4201436,28.566693,7.12
8594,1.4281806,44.786583,7.25
86081,9.9349773,-3.8084217,8.73
86226,9.9416556,-24.0995,7.93
86264,9.9494028,-15.894972,7.41
8634,1.4265722,23.511583,6.18
88654,10.221225,-8.4454722,7.68
88656,10.21466,-28.513382,9.08
88725,10.235648,3.1513,7.74
88775,10.259183,47.369694,7.74
88986,10.274467,28.682479,6.47
89022,10.283956,38.515999,8.97
8907,1.476211,42.267688,6.659
8912,1.4575592,-25.936907,9.15
89221,10.309142,43.048639,6.48
89269,10.31443,44.048323,6.65
89307,10.305958,12.621194,7.02
89319,10.324133,48.397028,6.0
90905,10.495064,1.4911181,6.902
91480,10.586006,57.082556,5.16
91545,10.580533,27.961778,6.82
9156,1.5052,11.090889,8.42
91638,10.580617,-3.8993056,6.67
91702,10.598911,36.931057,8.47
91816,10.600592,-11.912667,8.02
91856,10.611444,21.6035,8.71
91876,10.612731,14.045432,8.22
91909,10.633239,54.887527,9.19
92109,10.639103,14.267639,8.91
9218,1.5038444,-28.865417,7.96
92194,10.652194,32.833363,8.62
92196,10.648472,16.127472,6.61
92222A,10.657731,31.704939,9.4
92222B,10.657512,31.70095,9.3
9224,1.5220583,29.413306,7.32
92266,10.664047,37.839167,7.59
92320,10.682475,59.342508,8.38
92588,10.690075,-1.7411944,6.25
92719,10.7037,-13.787713,6.79
92788,10.71348,-2.1837558,7.31
9280,1.5205361,-10.896611,8.03
92855,10.733505,46.206651,7.28
92885,10.726364,4.2507501,8.11
92945,10.724527,-29.064165,7.9
9312,1.5341806,16.947694,6.78
9313,1.5319056,16.047306,7.82
93215,10.769222,25.761057,8.05
9331,1.5506024,53.033756,8.4
93396,10.780497,-9.3988333,8.04
93461,10.789328,-1.7248611,8.26
93664,10.82385,41.390035,7.8
93745,10.816811,-31.059145,7.5
93811,10.844583,51.799641,8.31
93849,10.826501,-29.994421,7.87
93864,10.832944,-7.4823333,7.99
9389245,18.942742,45.944639,nan
93932,10.84042,-15.104187,7.53
9407,1.5759065,68.948137,6.53
94151,10.860898,-22.07183,7.82
94178,10.878083,32.988889,7.52
94280,10.880297,-6.8215278,7.18
94292,10.883972,4.9619446,7.75
94340,10.884622,-20.6275,7.02
94375,10.887412,-30.096401,7.6
94383,10.902961,34.1315,8.35
9446,1.5555832,29.265139,8.35
94482,10.901818,-23.184845,8.12
94587,10.924972,23.164223,7.54
94690,10.928733,-5.5514167,8.22
9472,1.5552854,23.975569,7.64
94765,10.941889,7.3884749,7.379
94834,10.954211,24.142694,7.6
95022,10.972703,16.604222,8.86
95088,10.988317,43.873388,8.42
95089,10.979933,1.7293333,7.92
9562,1.5618992,-7.0253408,5.764
95735,11.055609,35.969874,7.49
95735T,11.055472,35.954722,nan
95900,11.063906,-7.6880278,7.38
96063,11.079011,-2.5131667,8.21
96064,11.078187,-4.2210889,7.64
96108,11.081572,-11.759423,7.92
96167,11.087519,-10.2913,8.08
9625,1.5712083,-6.2725278,8.38
96361,11.110109,3.0792497,8.74
96418,11.118031,25.537167,6.86
96529,11.126392,20.271676,8.85
96574,11.126783,13.858556,7.32
96612,11.137226,38.426632,8.35
96626,11.137425,36.454694,8.25
96683,11.133094,-23.858472,8.22
96700,11.131785,-30.174567,6.54
9672,1.5771444,-15.676361,5.62
96937,11.161172,2.4562503,7.68
97004,11.177211,42.426139,7.72
97037,11.170414,-7.3889722,6.81
97038,11.16998,-11.360153,7.71
97089,11.174461,-9.0274167,7.96
97101,11.18477,30.446017,8.31
97101B,11.184039,30.44475,9.95
97233,11.192417,-14.989944,9.06
97334,11.208986,35.81408,6.41
97343,11.200331,-26.136667,7.04
97503,11.220394,4.4824167,8.7
97561,11.228117,20.129139,6.93
97584A,11.253306,73.475206,7.63
97601,11.2426,52.946972,7.46
97645,11.238558,5.96475,7.88
9770,1.5836,-29.910556,7.11
9782,1.5906413,-13.381028,7.17
97854,11.275795,69.217956,8.23
98219,11.296567,-23.975361,8.05
9826,1.6132889,41.405445,4.1
98281,11.306114,-5.0673022,7.31
98388,11.318528,13.39075,7.12
984,0.23616389,-7.1989722,7.32
98427,11.322976,-1.6550722,6.61
98553,11.336554,-19.577905,7.56
98618,11.358075,58.484362,7.659
98630,11.350698,7.064445,8.1
98673,11.363691,57.074857,6.43
98687,11.352453,-14.081389,7.44
98697,11.357489,6.6349444,6.69
99109,11.404822,-1.5290761,9.1
99329,11.430583,3.8601944,6.35
9939,1.623675,25.168278,6.99
99491,11.445923,3.0131019,6.49
99491A,11.446042,3.0126667,6.49
99492,11.446188,3.0063281,7.57
99610,11.458408,-12.435806,7.4
99706,11.47505,43.966806,7.65
9986,1.6280224,12.078382,6.776
99934,11.49593,-25.001966,7.2
99995,11.507961,43.578306,6.67
AFRB_S1,5.5329722,33.147972,nan
AK1A317,3.9059444,24.075833,nan
AK1B007,3.6524722,24.368056,nan
AK1B146,3.7306944,25.269167,nan
AK1B365,3.7890833,25.526111,nan
AK1B590,3.8517222,25.595278,nan
AKII.34,3.6233333,22.35,nan
AND3-09287,23.101778,51.304722,nan
APCOL,6.0811611,-34.558333,nan
ASAS_065113,6.8536944,2.3691667,nan
ASAS_191909,19.319333,-15.908333,nan
AT2018COW,16.266722,22.268056,nan
B+10714B,5.1153611,10.996944,nan
BD-103166,10.974661,-10.770386,10.0
BD+103697,18.859028,10.319444,nan
BD+1290,0.79544444,12.872222,nan
BD-134928,18.311889,-13.780833,nan
BD+15_4556,22.074281,15.871483,nan
BD-195037,18.524472,-19.150833,nan
BD+23_3912,20.180045,23.965141,8.93
BD+262091,10.470833,25.573333,nan
BD+28_4543,23.185912,29.313383,nan
BD+28_4543S,23.186621,29.313476,nan
BD+312447,13.065444,30.64,nan
BD+33130C,0.92591667,34.547778,nan
BD+33132,0.92736111,34.552139,nan
BD+33D2642,15.866639,32.948611,nan
BD+374783,23.189222,38.222222,nan
BD+374784,23.189972,38.227778,nan
BD+423146,18.727806,42.838611,nan
BD+43183,0.94819444,44.464417,nan
BD+440493,2.4471389,44.963056,nan
BD+47_3306,21.147941,48.246779,nan
BD+47_3307,21.148455,48.249801,nan
BD+52_277A,1.2110494,53.181967,nan
BD+59_1783A,17.055183,59.585354,nan
BD+59_1783B,17.055495,59.587769,nan
BMAND,23.627354,48.403339,12.8
BOKS-1,19.657694,46.285833,nan
BPL116,3.7820278,24.188056,nan
C108452,12.4591,11.28,nan
CAS0-10450,0.48786111,50.460833,nan
CCDMJ04404,4.6730556,31.446111,nan
CERES,13.899861,0.31161111,nan
CK00001,19.120556,49.316389,nan
CK00002,19.483139,47.969444,nan
CK00004,19.623778,38.947222,nan
CK00005,19.315972,44.647222,nan
CK00007,19.041028,50.135556,nan
CK00010,18.752528,42.450833,nan
CK00012,19.83025,41.010833,nan
CK00013,19.131417,46.868333,nan
CK00017,19.789139,48.239722,nan
CK00018,19.960472,44.035,nan
CK00022,18.841972,46.323333,nan
CK00041,19.425722,41.99,nan
CK00042,18.876722,45.139725,9.4
CK00044,20.010111,45.089444,nan
CK00046,18.883694,48.355,nan
CK00049,19.483278,46.164722,nan
CK00063,19.281748,49.548199,11.58
CK00064,19.767361,42.547222,nan
CK00069,19.427889,38.672222,nan
CK00070,19.179861,42.338611,nan
CK00072,19.045278,50.241111,nan
CK00075,19.433139,42.728333,nan
CK00076,19.569472,46.821944,nan
CK00082,18.765528,47.207778,nan
CK00084,19.361389,37.851667,nan
CK00085,19.245917,41.151111,nan
CK00087,19.281167,47.884444,nan
CK00089,19.988083,43.814167,nan
CK00092,18.891639,43.788056,nan
CK00094,19.822195,41.891113,12.2
CK00097,19.238778,41.089722,nan
CK00098,19.180583,47.332778,nan
CK00099,19.695611,44.531111,nan
CK00100,19.411861,39.199444,nan
13043,2.1261869,-0.61741833,6.87
CK00102,19.980333,44.435558,12.6
CK00103,19.445556,37.751389,nan
CK00104,18.746333,47.496944,nan
CK00105,19.929138,44.857777,12.9
CK00107,19.655667,48.982222,nan
CK00108,19.265639,40.064444,nan
CK00110,18.970389,46.063611,nan
CK00111,19.173639,42.166667,nan
CK00112,19.709917,48.495556,nan
CK00113,19.484917,37.671389,nan
CK00115,19.192499,46.276112,12.8
CK00116,20.057611,44.3375,nan
CK00117,19.801889,48.208333,nan
CK00118,19.157528,38.649444,nan
CK00119,19.637278,46.062222,nan
CK00122,18.9655,44.397778,nan
CK00123,19.3595,40.284722,nan
CK00124,19.528611,48.602778,nan
CK00125,19.260153,49.370278,nan
CK00127,19.307194,44.345278,nan
CK00128,19.746722,49.14,nan
CK00129,19.800639,50.372222,nan
CK00130,19.824017,40.429722,nan
CK00131,19.939833,43.4975,nan
CK00134,19.705694,45.366944,nan
CK00135,19.016056,46.668056,nan
CK00137,19.871972,44.746111,nan
CK00138,19.729389,44.578333,nan
CK00139,19.443554,44.688057,13.5
CK00141,19.202556,50.651389,nan
CK00142,19.409861,40.669167,13.5
CK00144,19.768278,39.249722,nan
CK00148,19.942611,40.948889,nan
CK00149,19.108667,38.945556,nan
CK00150,19.798722,43.209722,nan
CK00151,19.491639,37.630833,nan
CK00152,20.034472,44.381389,nan
CK00153,19.199861,50.944167,nan
CK00155,19.488111,43.881111,nan
CK00156,19.608083,48.349444,nan
CK00159,19.847472,45.261667,nan
CK00160,19.878917,42.013056,nan
CK00161,19.136778,40.211389,nan
CK00162,19.677583,43.962778,nan
CK00163,19.2045,42.355278,nan
CK00165,19.499139,46.196111,nan
CK00166,19.401472,37.769722,nan
CK00167,19.630917,49.765,nan
CK00168,19.614611,49.479167,nan
CK00171,19.649472,43.536667,nan
CK00172,19.550722,44.868889,nan
CK00173,19.460472,49.261944,nan
CK00174,19.788194,48.1075,nan
CK00176,19.443111,41.884444,nan
CK00177,19.878472,42.236944,nan
CK00179,19.803028,46.328611,nan
CK00180,18.959611,46.248889,nan
CK00182,19.711422,40.598889,nan
CK00189,18.992,49.266944,nan
CK00191,19.685833,41.221944,nan
CK00193,19.525083,48.195278,nan
CK00197,19.388889,38.184167,nan
CK00201,19.142028,42.35,nan
CK00203,19.893028,47.815,nan
CK00209,19.252861,48.04,nan
CK00211,19.198028,47.971944,nan
CK00214,19.908333,48.577222,nan
CK00219,19.814278,41.663889,nan
CK00222,19.192778,39.338889,nan
CK00232,19.407472,39.948889,nan
CK00237,19.730083,43.851944,nan
CK00238,19.799917,42.781944,nan
CK00241,19.116861,49.064722,nan
CK00244,19.109222,39.487778,nan
CK00245,18.937306,44.518056,nan
CK00246,19.402139,49.04,nan
CK00247,18.999917,50.146667,nan
CK00248,19.486306,40.591667,nan
CK00249,18.994778,45.972222,nan
CK00251,19.883889,47.604722,nan
CK00253,19.038278,49.962222,nan
CK00254,19.52486,41.064167,16.0
CK00254b,19.52486,41.064167,16.0
CK00255,19.190528,42.5425,nan
CK00256,19.012333,49.565278,nan
CK00257,18.975667,40.719722,nan
CK00258,18.969472,48.961111,nan
CK00260,19.289833,44.208333,nan
CK00261,19.804639,40.525,nan
CK00262,19.206722,50.033611,nan
CK00263,18.751583,47.774167,nan
CK00263B,18.751583,47.774167,nan
CK00265,19.80125,50.408889,nan
CK00266,19.693611,42.981389,nan
CK00268,19.048583,38.506944,nan
CK00269,19.156389,43.378333,nan
CK00270,19.582194,41.900556,nan
CK00271,19.012667,46.027778,nan
CK00273,19.165222,38.228611,nan
CK00274,18.832833,43.98,nan
CK00275,19.02075,47.848333,nan
CK00276,19.310972,48.706111,nan
CK00277,19.416667,49.231667,nan
CK00279,19.699111,51.013333,nan
CK00280,19.112639,39.211667,nan
CK00281,19.177,39.244167,nan
CK00282,19.230028,40.245278,nan
CK00283,19.235389,40.942222,nan
CK00284,18.882389,41.342778,nan
CK00285,19.272389,41.562778,nan
CK00288,19.581111,46.226389,nan
CK00289,18.863028,47.574722,nan
CK00291,19.818528,48.320278,nan
CK00292,19.155111,48.673333,nan
CK00294,19.884611,48.916667,nan
CK00295,18.982611,49.598333,nan
CK00296,19.002778,50.075278,nan
CK00297,19.083139,50.242222,nan
CK00299,19.044111,37.964444,nan
CK00301,19.366333,38.795278,nan
CK00302,19.70725,38.735556,nan
CK00303,19.578361,41.295278,nan
CK00304,19.139333,41.373611,nan
CK00305,19.823611,41.3,nan
CK00306,19.954639,41.384444,nan
CK00307,19.545361,41.6175,nan
CK00308,19.595306,41.602778,nan
CK00309,19.254861,42.542778,nan
CK00312,19.7645,42.598611,nan
CK00313,18.809028,43.038889,nan
CK00314,19.358767,43.292988,12.93
CK00315,19.818139,43.333056,nan
CK00316,18.826139,43.889167,nan
CK00317,19.921083,43.997778,nan
CK00318,19.210278,44.068611,nan
CK00319,19.341167,44.872778,nan
CK00321,19.456528,44.968056,nan
CK00323,18.937417,45.506667,nan
CK00326,19.110389,46.783333,nan
CK00327,19.157972,46.768056,nan
CK00330,19.790611,49.161944,nan
CK00331,19.745556,47.358611,nan
CK00332,19.843389,47.396111,nan
CK00333,19.397194,47.406111,nan
CK00337,19.712333,47.748056,nan
CK00338,19.864722,47.731667,nan
CK00339,19.059222,47.880278,nan
CK00340,19.844306,47.801389,nan
CK00341,19.864111,48.244167,nan
CK00343,19.674583,48.481111,nan
CK00344,18.889361,48.548889,nan
CK00345,19.101639,48.683333,nan
CK00346,19.910722,48.606111,nan
CK00348,19.579056,48.825,nan
CK00349,19.1235,49.261667,nan
CK00350,19.19075,49.264444,nan
CK00351,18.962223,49.305279,13.8
CK00352,19.871167,49.4125,nan
CK00353,19.680861,49.561944,nan
CK00354,19.76125,49.54,nan
CK00355,19.771111,49.696111,nan
CK00356,19.849083,49.636944,nan
CK00360,19.281,50.650833,nan
CK00361,19.325389,51.276944,nan
CK00364,19.724833,42.881111,nan
CK00365,19.832472,49.623333,nan
CK00366,19.444278,38.619167,nan
CK00367,18.964806,39.911667,nan
CK00368,19.390306,42.086667,nan
CK00369,18.794389,42.775278,nan
CK00370,19.425861,44.528889,nan
CK00371,19.978417,40.856389,nan
CK00372,19.9415,41.866665,12.4
CK00373,19.482333,42.909444,nan
CK00374,19.375028,44.873889,nan
CK00375,19.413417,51.144167,nan
CK00379,19.470444,37.776111,nan
CK00384,19.609972,38.458056,nan
CK00385,19.481,38.548333,nan
CK00386,19.607389,38.71,nan
CK00387,19.147917,38.8625,nan
CK00388,18.980472,38.936667,nan
CK00392,19.198389,39.086944,nan
CK00393,19.601944,39.051667,nan
CK00396,19.250517,39.350278,nan
CK00401,19.056917,38.383889,nan
CK00403,19.125306,39.378333,nan
CK00408,19.215611,40.520833,nan
CK00409,19.371083,40.691944,nan
CK00415,19.55375,41.606111,nan
0273-00002-1,11.933906,2.306843,10.942
CK00420,19.074583,44.345278,nan
CK00427,18.868194,47.261111,nan
CK00430,19.032333,48.054167,nan
CK00431,18.830694,48.256944,nan
CK00435,19.318694,49.896389,nan
CK00439,19.760472,51.358056,nan
CK00440,19.353111,37.749444,nan
CK00442,19.406472,38.875556,nan
CK00443,19.034472,38.932222,nan
CK00444,19.368639,38.9425,nan
CK00446,18.935472,39.781111,nan
CK00455,19.082694,42.670278,nan
CK00456,19.184889,42.869167,nan
CK00457,19.367778,43.083611,nan
CK00459,19.818583,43.723889,nan
CK00463,20.01375,45.018056,nan
CK00464,19.583139,45.106944,nan
CK00465,19.595222,45.1425,nan
CK00474,19.185389,47.629722,nan
CK00475,18.712722,47.809722,nan
CK00476,19.436972,47.814444,nan
CK00479,18.900472,48.5525,nan
CK00481,19.544,48.881111,nan
CK00486,19.301417,51.237222,nan
CK00490,19.510556,38.345278,14.0
CK00494,19.647472,39.073611,nan
CK00496,19.250333,39.563611,nan
CK00500,19.740833,39.978611,nan
CK00503,18.9,40.552778,nan
CK00505,19.066667,40.919167,nan
CK00508,18.968083,41.629444,nan
CK00510,18.891222,41.821667,nan
CK00511,19.643111,41.883889,nan
CK00517,19.101889,43.873333,nan
CK00519,19.303556,43.876111,nan
CK00520,19.644528,43.853056,nan
CK00523,19.069806,45.053056,nan
CK00528,19.140083,46.896389,nan
CK00531,19.179417,47.546667,nan
CK00534,19.910917,47.761944,nan
CK00543,19.743417,50.095556,nan
CK00546,19.322,50.586111,nan
CK00548,19.300056,51.685556,nan
CK00550,19.564667,39.252778,nan
CK00551,19.568722,39.315833,nan
CK00555,19.541556,40.934722,nan
CK00561,18.800306,42.176389,nan
CK00567,19.463472,43.074444,nan
CK00568,19.153028,43.279722,nan
CK00569,18.831222,43.889722,nan
CK00571,19.910167,43.955,nan
CK00572,19.986417,44.089167,nan
CK00573,18.751972,44.315278,nan
CK00574,19.170972,44.305,nan
CK00577,19.403806,44.632222,nan
CK00579,19.238944,44.733611,nan
CK00582,19.412222,45.323056,nan
CK00584,19.194528,45.592778,nan
CK00590,19.766583,46.577222,nan
CK00596,18.916056,47.516111,nan
CK00597,19.46475,47.864167,nan
CK00598,19.208056,47.966667,nan
CK00601,19.389944,48.415833,nan
CK00610,18.965222,40.933056,nan
CK00611,19.886278,41.683611,nan
CK00612,18.997889,42.079167,nan
CK00620,19.765333,49.9375,nan
CK00623,19.68175,50.558889,nan
CK00624,19.378222,38.690833,nan
CK00625,19.10425,39.534444,nan
CK00626,19.679556,39.539444,nan
CK00627,19.476694,39.6375,nan
CK00628,19.246583,39.708056,nan
CK00629,19.473611,39.767778,nan
CK00631,19.363286,39.854722,nan
CK00632,19.294528,39.945,nan
CK00633,19.561806,39.942222,nan
CK00635,19.624889,40.194444,nan
CK00638,19.703972,40.236111,nan
CK00639,19.792389,40.228056,nan
CK00640,19.816833,40.288333,nan
CK00644,19.331111,40.5325,nan
CK00645,19.681167,40.592222,nan
CK00647,19.413,40.7025,nan
CK00649,19.318222,40.800556,nan
CK00650,19.35975,41.04,nan
CK00652,19.572778,41.095,nan
CK00654,18.960667,41.237222,nan
CK00655,19.575083,41.272778,nan
CK00657,18.864889,41.321944,nan
CK00658,19.806,41.387778,nan
CK00659,19.494472,41.416667,nan
CK00660,18.994639,41.616944,nan
CK00661,19.023139,41.761667,nan
CK00662,19.479139,41.726944,nan
CK00663,19.019139,41.861111,nan
CK00664,19.442306,41.833611,nan
CK00665,19.335361,42.165833,nan
CK00666,19.735472,42.131667,nan
CK00670,19.454889,42.516111,nan
CK00671,19.592667,42.527778,nan
CK00672,19.411306,42.640556,nan
CK00673,19.588972,42.624722,nan
CK00674,19.355139,42.898056,nan
CK00676,19.500222,43.083056,nan
CK00678,19.029278,43.168613,13.3
CK00679,19.174722,43.141389,nan
CK00680,19.485833,43.197222,nan
CK00682,19.679861,43.269444,nan
CK00683,19.854944,43.258333,nan
CK00684,18.752694,43.413333,nan
CK00685,19.698389,43.493056,nan
CK00686,19.789389,43.646944,nan
CK00687,19.807806,43.711389,nan
CK00688,19.354861,44.035556,nan
CK00689,19.36475,44.386944,nan
CK00691,18.985889,44.591667,nan
CK00692,19.388278,44.646944,nan
CK00693,18.983667,44.955833,nan
CK00694,18.926639,45.016667,nan
CK00695,19.043722,45.079444,nan
CK00697,19.266722,45.154167,nan
CK00698,19.59425,45.189722,nan
CK00700,19.664889,45.213611,nan
CK00701,18.880861,45.349722,nan
CK00718,19.249278,46.7625,nan
0273-00020-1,11.92695,2.3412933,10.657
132505,14.982833,17.326976,7.82
1326,0.30635703,44.022953,8.07
1326B,0.30716944,44.027222,11.04
132756,15.009739,8.6009444,7.26
0273-00125-1,11.902542,0.98028445,10.123
0273-00150-1,11.871966,0.87751693,10.355
0273-00224-1,11.917741,1.3172112,8.446
0273-00279-1,11.911938,1.5088128,10.165
0273-00644-1,11.928229,1.3163236,10.507
0273-00669-1,11.840804,1.0068141,9.653
0276-00507-1,11.837656,2.7601335,9.714
0276-00941-1,11.87647,3.1520104,9.524
0363-00200-1,15.721101,6.8264194,10.67
0363-00529-1,15.714423,7.2968407,0.0
0364-00223-1,15.763845,7.3109355,10.301
0364-00764-1,15.773843,6.6716795,9.667
0364-00935-1,15.818863,6.4257412,10.449
0421-00426-1,17.973954,3.1169748,10.252
0421-00583-1,17.935824,3.628808,10.973
0421-01940-1,17.992719,2.6252184,9.388
0425-01434-1,17.936041,5.3068533,10.105
0425-01637-1,17.916695,4.2077498,11.202
0425-01644-1,17.942891,5.1509008,10.478
0425-01705-1,17.987136,4.2490406,10.915
0425-02074-1,17.896318,4.994977,9.893
0429-01504-1,17.994926,5.7091446,8.355
0429-01631-1,17.949306,5.8779635,0.0
0430-02584-1,18.028292,1.5456567,9.753
0434-00244-1,18.101453,3.6925845,9.715
0737-0797111,19.289944,-16.213611,nan
0745-0802170,19.269111,-15.407778,nan
0748-01711-1,6.9984612,8.4083681,9.84
0863-00082-1,11.741832,14.608872,0.0
0863-00230-1,11.740798,14.561502,9.548
0870-00114-1,11.773206,14.12397,8.82
0870-00207-1,11.872432,14.237337,9.814
0870-00241-1,11.753182,14.263325,6.655
0870-00937-1,11.862543,14.837,9.844
0899-00083-1,13.727798,13.975941,9.895
0899-00290-1,13.747451,14.441325,9.657
0906-00536-1,13.820287,13.651678,10.345
0906-00805-1,13.822863,13.800801,10.011
0930-00811-1,15.714659,7.9212098,10.803
0930-01117-1,15.815247,8.0954933,9.855
0943-01108-1,15.838152,7.6906095,9.886
0955-00843-1,15.86522,14.852983,8.765
0955-01088-1,15.943387,14.409586,10.558
0956-00134-1,16.007472,14.615507,9.294
09EPI,21.061139,43.671944,nan
10002,1.6190632,-29.393263,8.13
100069,11.516867,9.6203333,7.97
10008,1.6265184,-6.7604236,7.66
10011,1.6238972,-15.99775,7.99
10013,1.6617196,65.160646,8.53
10015,1.6399472,29.567417,8.65
100167,11.531653,41.439194,7.35
100180,11.529151,14.364505,6.2
100238,11.532397,-6.4703333,6.74
10126,1.6599,28.110667,7.74
101348,11.660164,-35.232536,7.82
101444,11.675211,3.6543056,8.5
10145,1.6938137,66.909946,7.7
101472,11.67683,-8.4056542,7.42
10149,1.6439679,-32.169328,7.46
101501,11.684171,34.201636,5.32
101563,11.685722,-29.196833,6.44
101581,11.684169,-44.405778,7.77
101675,11.703815,39.659642,9.0
101688,11.701458,22.211194,6.65
101847,11.720243,-39.438804,8.3
101904,11.733411,64.964198,8.21
10195,1.7016944,69.086028,7.53
101959,11.732391,-29.747707,6.98
102070,11.746044,-18.350611,4.71
102071,11.744252,-29.884891,7.97
10212,1.6804833,45.019083,8.13
102158,11.758474,47.666879,8.03
102195,11.761748,2.8214833,8.03
102283,11.775425,13.688944,8.3
102329,11.779631,3.4743333,7.88
